rank, score, word, galls
132,430.0,문신,"[20210818_stream(369.0),20210818_divination(8.0),20210818_fantasy_new(5.0),20210818_top12(5.0),20210818_kancolle(4.0),20210818_comic_new2(4.0),20210818_baseball_new10(4.0),20210818_cs_new1(3.0),20210818_arbeit(3.0),20210818_fashion_new1(3.0),20210818_baseball_ab2(3.0),20210818_giants_new2(1.0),20210818_doosanbears_new1(1.0),20210818_football_new7(1.0),20210818_lostark(1.0),20210818_game_mabinogi1(1.0),20210818_plastic_s(1.0),20210818_maplestory(1.0),20210818_closers(1.0),20210818_pripara(1.0),20210818_leagueoflegends4(1.0),20210818_m_entertainer1(1.0),20210818_neostock(1.0),20210818_bns(1.0),20210818_depression_new1(1.0)]"
133,430.0,데뷔,"[20210818_grsgills(207.0),20210818_top12(66.0),20210818_gf(35.0),20210818_w_entertainer(27.0),20210818_etc_program2(12.0),20210818_baseball_new10(12.0),20210818_football_new7(6.0),20210818_leagueoflegends4(6.0),20210818_akb48(5.0),20210818_iu_new(5.0),20210818_baseball_ab2(5.0),20210818_comic_new2(5.0),20210818_samsunglions_new(4.0),20210818_drama_new3(3.0),20210818_ufc(3.0),20210818_lgtwins_new(2.0),20210818_kancolle(2.0),20210818_fantasy_new(2.0),20210818_m_entertainer1(2.0),20210818_blackpink(2.0),20210818_hanwhaeagles_new(2.0),20210818_idolmaster(2.0),20210818_hiphop(2.0),20210818_nba(1.0),20210818_touhou(1.0),20210818_figureskating_new(1.0),20210818_bts(1.0),20210818_typemoon(1.0),20210818_producex(1.0),20210818_ktwiz(1.0),20210818_pripara(1.0),20210818_ib_new2(1.0),20210818_d_fighter_new2(1.0),20210818_tigers_new(1.0),20210818_tr(1.0),20210818_ncdinos(1.0),20210818_twice_new(1.0)]"
134,429.0,점핑,"[20210818_lostark(378.0),20210818_closers(35.0),20210818_stream(5.0),20210818_mabi_heroes2(3.0),20210818_ff14(3.0),20210818_fantasy_new(3.0),20210818_d_fighter_new2(3.0)]"
135,428.0,찬,"[20210818_mistertrot(294.0),20210818_lgtwins_new(34.0),20210818_samsunglions_new(25.0),20210818_football_new7(9.0),20210818_baseball_ab2(8.0),20210818_w_entertainer(5.0),20210818_tigers_new(5.0),20210818_d_fighter_new2(4.0),20210818_giants_new2(3.0),20210818_drama_new3(3.0),20210818_ib_new2(3.0),20210818_ani1_new1(3.0),20210818_doosanbears_new1(2.0),20210818_boardgame(2.0),20210818_hanwhaeagles_new(2.0),20210818_sh_new(2.0),20210818_top12(2.0),20210818_tr(2.0),20210818_ncdinos(2.0),20210818_baseball_new10(2.0),20210818_government(1.0),20210818_lostark(1.0),20210818_producex(1.0),20210818_maplestory(1.0),20210818_closers(1.0),20210818_smartphone(1.0),20210818_lotto_new2(1.0),20210818_etc_program2(1.0),20210818_chicken(1.0),20210818_leagueoflegends4(1.0),20210818_m_entertainer1(1.0),20210818_neostock(1.0),20210818_grsgills(1.0),20210818_redvelvet(1.0),20210818_bns(1.0),20210818_lgbt(1.0),20210818_fifaonline(1.0)]"
136,424.0,열,"[20210818_drama_new3(97.0),20210818_giants_new2(70.0),20210818_stock_new2(51.0),20210818_lostark(49.0),20210818_hanwhaeagles_new(29.0),20210818_baseball_new10(25.0),20210818_fantasy_new(8.0),20210818_baseball_ab2(7.0),20210818_lgtwins_new(6.0),20210818_stream(6.0),20210818_comic_new2(6.0),20210818_doosanbears_new1(6.0),20210818_sh_new(5.0),20210818_depression_new1(5.0),20210818_mistertrot(5.0),20210818_divination(4.0),20210818_neostock(4.0),20210818_w_entertainer(3.0),20210818_producex(3.0),20210818_immovables(2.0),20210818_leagueoflegends4(2.0),20210818_football_new7(2.0),20210818_akb48(2.0),20210818_kart(2.0),20210818_bts(1.0),20210818_pridepc_new4(1.0),20210818_ib_new2(1.0),20210818_mystery(1.0),20210818_toy(1.0),20210818_earphone(1.0),20210818_m_entertainer1(1.0),20210818_grsgills(1.0),20210818_car_new1(1.0),20210818_redvelvet(1.0),20210818_bitcoins(1.0),20210818_samsunglions_new(1.0),20210818_government(1.0),20210818_coronavirus(1.0),20210818_fashion_new1(1.0),20210818_plastic_s(1.0),20210818_pripara(1.0),20210818_boardgame(1.0),20210818_smartphone(1.0),20210818_etc_program2(1.0),20210818_ani1_new1(1.0),20210818_bike(1.0),20210818_pokemon(1.0),20210818_sbsdocu(1.0),20210818_gongik_new(1.0),20210818_blackpink(1.0),20210818_top12(1.0),20210818_tabletpc(1.0),20210818_idolmaster(1.0),20210818_elsword(1.0),20210818_ncdinos(1.0),20210818_hiphop(1.0)]"
137,421.0,멤버,"[20210818_top12(115.0),20210818_grsgills(81.0),20210818_akb48(30.0),20210818_stream(28.0),20210818_baseball_new10(21.0),20210818_bts(17.0),20210818_mistertrot(14.0),20210818_baseball_ab2(13.0),20210818_w_entertainer(12.0),20210818_etc_program2(11.0),20210818_drama_new3(10.0),20210818_leagueoflegends4(10.0),20210818_ib_new2(9.0),20210818_redvelvet(8.0),20210818_hiphop(5.0),20210818_football_new7(4.0),20210818_japan_entertainment(3.0),20210818_producex(3.0),20210818_kart(3.0),20210818_blackpink(3.0),20210818_bitcoins(2.0),20210818_nba(2.0),20210818_granblue(2.0),20210818_sphero(1.0),20210818_figureskating_new(1.0),20210818_pumpitup(1.0),20210818_ff14(1.0),20210818_divination(1.0),20210818_gf(1.0),20210818_pokemon(1.0),20210818_toy(1.0),20210818_tigers_new(1.0),20210818_superband2(1.0),20210818_comic_new2(1.0),20210818_twice_new(1.0)]"
138,420.0,여,"[20210818_w_entertainer(150.0),20210818_ib_new2(36.0),20210818_d_fighter_new2(24.0),20210818_stream(20.0),20210818_comic_new2(17.0),20210818_maplestory(15.0),20210818_baseball_new10(15.0),20210818_typemoon(12.0),20210818_extra(9.0),20210818_depression_new1(9.0),20210818_lostark(8.0),20210818_fantasy_new(6.0),20210818_fashion_new1(6.0),20210818_mabi_heroes2(5.0),20210818_grsgills(5.0),20210818_arbeit(4.0),20210818_drama_new3(4.0),20210818_top12(4.0),20210818_baseball_ab2(3.0),20210818_closers(3.0),20210818_leagueoflegends4(3.0),20210818_m_entertainer1(3.0),20210818_monsterhunter(3.0),20210818_government(2.0),20210818_producex(2.0),20210818_divination(2.0),20210818_tigers_new(2.0),20210818_elsword(2.0),20210818_game_mabinogi1(2.0),20210818_etc_program2(2.0),20210818_gf(2.0),20210818_cs_new1(2.0),20210818_giants_new2(2.0),20210818_diet(2.0),20210818_akb48(2.0),20210818_pridepc_new4(2.0),20210818_plastic_s(2.0),20210818_pokemon(2.0),20210818_gongik_new(2.0),20210818_car_new1(2.0),20210818_lgtwins_new(1.0),20210818_granblue(1.0),20210818_iu_new(1.0),20210818_tr(1.0),20210818_twice_new(1.0),20210818_immovables(1.0),20210818_football_new7(1.0),20210818_mistertrot(1.0),20210818_ani1_new1(1.0),20210818_lgbt(1.0),20210818_idolmaster(1.0),20210818_bitcoins(1.0),20210818_samsunglions_new(1.0),20210818_doosanbears_new1(1.0),20210818_bts(1.0),20210818_skwyverns(1.0),20210818_cat(1.0),20210818_lotto_new2(1.0),20210818_neostock(1.0),20210818_sh_new(1.0),20210818_sphero(0.0),20210818_touhou(0.0),20210818_japan_entertainment(0.0),20210818_pumpitup(0.0),20210818_ff14(0.0),20210818_loan_new1(0.0),20210818_exam_new2(0.0),20210818_stock_new2(0.0),20210818_chicken(0.0),20210818_jumper(0.0),20210818_hanwhaeagles_new(0.0),20210818_bns(0.0),20210818_ncdinos(0.0)]"
139,419.0,뱅,"[20210818_neostock(285.0),20210818_w_entertainer(32.0),20210818_stream(18.0),20210818_lgtwins_new(13.0),20210818_giants_new2(13.0),20210818_leagueoflegends4(7.0),20210818_loan_new1(5.0),20210818_lotto_new2(5.0),20210818_comic_new2(3.0),20210818_sh_new(3.0),20210818_cs_new1(3.0),20210818_bitcoins(2.0),20210818_producex(2.0),20210818_boardgame(2.0),20210818_fantasy_new(2.0),20210818_m_entertainer1(2.0),20210818_tigers_new(2.0),20210818_redvelvet(2.0),20210818_baseball_new10(2.0),20210818_touhou(1.0),20210818_figureskating_new(1.0),20210818_immovables(1.0),20210818_granblue(1.0),20210818_lostark(1.0),20210818_arbeit(1.0),20210818_game_mabinogi1(1.0),20210818_pridepc_new4(1.0),20210818_plastic_s(1.0),20210818_divination(1.0),20210818_ktwiz(1.0),20210818_pripara(1.0),20210818_drama_new3(1.0),20210818_ib_new2(1.0),20210818_chicken(1.0),20210818_mystery(1.0),20210818_pokemon(1.0),20210818_sbsdocu(1.0),20210818_sdvx(1.0),20210818_kart(1.0),20210818_earphone(1.0),20210818_blackpink(1.0),20210818_grsgills(1.0)]"
140,418.0,던,"[20210818_d_fighter_new2(239.0),20210818_elsword(55.0),20210818_typemoon(11.0),20210818_lostark(9.0),20210818_bitcoins(8.0),20210818_bns(8.0),20210818_stream(7.0),20210818_baseball_ab2(7.0),20210818_maplestory(6.0),20210818_giants_new2(5.0),20210818_ff14(5.0),20210818_leagueoflegends4(5.0),20210818_idolmaster(5.0),20210818_mabi_heroes2(4.0),20210818_ani1_new1(4.0),20210818_w_entertainer(4.0),20210818_redvelvet(4.0),20210818_closers(3.0),20210818_fantasy_new(3.0),20210818_sh_new(3.0),20210818_tr(3.0),20210818_comic_new2(3.0),20210818_lgtwins_new(2.0),20210818_top12(2.0),20210818_nba(1.0),20210818_cs_new1(1.0),20210818_doosanbears_new1(1.0),20210818_granblue(1.0),20210818_football_new7(1.0),20210818_game_mabinogi1(1.0),20210818_extra(1.0),20210818_bike(1.0),20210818_gongik_new(1.0),20210818_m_entertainer1(1.0),20210818_tigers_new(1.0),20210818_baseball_new10(1.0)]"
141,417.0,영입,"[20210818_top12(93.0),20210818_football_new7(80.0),20210818_grsgills(54.0),20210818_leagueoflegends4(38.0),20210818_w_entertainer(19.0),20210818_akb48(21.0),20210818_stream(21.0),20210818_hiphop(17.0),20210818_lgtwins_new(8.0),20210818_baseball_new10(8.0),20210818_drama_new3(7.0),20210818_etc_program2(7.0),20210818_tigers_new(6.0),20210818_giants_new2(5.0),20210818_baseball_ab2(5.0),20210818_nba(4.0),20210818_samsunglions_new(4.0),20210818_fantasy_new(4.0),20210818_granblue(2.0),20210818_bts(2.0),20210818_immovables(1.0),20210818_skwyverns(1.0),20210818_ktwiz(1.0),20210818_stock_new2(1.0),20210818_ib_new2(1.0),20210818_toy(1.0),20210818_hanwhaeagles_new(1.0),20210818_tr(1.0),20210818_comic_new2(1.0),20210818_fifaonline(1.0)]"
142,416.0,홍,"[20210818_lgtwins_new(145.0),20210818_mistertrot(45.0),20210818_stream(33.0),20210818_m_entertainer1(24.0),20210818_giants_new2(23.0),20210818_baseball_ab2(21.0),20210818_tigers_new(11.0),20210818_doosanbears_new1(10.0),20210818_drama_new3(10.0),20210818_smartphone(8.0),20210818_skwyverns(7.0),20210818_depression_new1(7.0),20210818_stock_new2(5.0),20210818_ktwiz(5.0),20210818_car_new1(4.0),20210818_hanwhaeagles_new(4.0),20210818_samsunglions_new(4.0),20210818_akb48(4.0),20210818_divination(3.0),20210818_fantasy_new(3.0),20210818_lostark(3.0),20210818_ib_new2(3.0),20210818_baseball_new10(3.0),20210818_touhou(2.0),20210818_football_new7(2.0),20210818_maplestory(2.0),20210818_grsgills(2.0),20210818_lgbt(2.0),20210818_comic_new2(2.0),20210818_closers(1.0),20210818_iu_new(1.0),20210818_etc_program2(1.0),20210818_gf(1.0),20210818_leagueoflegends4(1.0),20210818_neostock(1.0),20210818_sh_new(1.0),20210818_bns(1.0),20210818_hiphop(1.0),20210818_bitcoins(1.0),20210818_figureskating_new(1.0),20210818_immovables(1.0),20210818_cat(1.0),20210818_typemoon(1.0),20210818_plastic_s(1.0),20210818_loan_new1(1.0),20210818_lotto_new2(1.0),20210818_kart(1.0),20210818_w_entertainer(1.0),20210818_tabletpc(1.0),20210818_fifaonline(1.0),20210818_elsword(1.0)]"
143,414.0,줌,"[20210818_producex(61.0),20210818_mistertrot(60.0),20210818_drama_new3(90.0),20210818_w_entertainer(46.0),20210818_gongik_new(38.0),20210818_elsword(16.0),20210818_bts(15.0),20210818_lostark(15.0),20210818_hiphop(10.0),20210818_m_entertainer1(8.0),20210818_comic_new2(5.0),20210818_baseball_new10(4.0),20210818_granblue(3.0),20210818_arbeit(3.0),20210818_stream(3.0),20210818_maplestory(3.0),20210818_sbsdocu(3.0),20210818_d_fighter_new2(3.0),20210818_programming(2.0),20210818_giants_new2(2.0),20210818_leagueoflegends4(2.0),20210818_pumpitup(1.0),20210818_loan_new1(1.0),20210818_closers(1.0),20210818_grsgills(1.0),20210818_tr(1.0),20210818_redvelvet(1.0),20210818_bitcoins(1.0),20210818_cs_new1(1.0),20210818_samsunglions_new(1.0),20210818_government(1.0),20210818_figureskating_new(1.0),20210818_typemoon(1.0),20210818_pridepc_new4(1.0),20210818_divination(1.0),20210818_extra(1.0),20210818_smartphone(1.0),20210818_lotto_new2(1.0),20210818_etc_program2(1.0),20210818_pokemon(1.0),20210818_fantasy_new(1.0),20210818_earphone(1.0),20210818_neostock(1.0),20210818_car_new1(1.0),20210818_hanwhaeagles_new(1.0),20210818_superband2(1.0),20210818_bns(1.0),20210818_lgbt(1.0),20210818_depression_new1(1.0),20210818_idolmaster(1.0),20210818_fifaonline(1.0)]"
144,412.0,휴,"[20210818_grsgills(212.0),20210818_ib_new2(54.0),20210818_stream(30.0),20210818_w_entertainer(24.0),20210818_divination(21.0),20210818_comic_new2(8.0),20210818_lotto_new2(6.0),20210818_tr(6.0),20210818_lostark(4.0),20210818_loan_new1(4.0),20210818_gongik_new(4.0),20210818_giants_new2(3.0),20210818_arbeit(3.0),20210818_fantasy_new(3.0),20210818_baseball_new10(3.0),20210818_bitcoins(2.0),20210818_lgtwins_new(2.0),20210818_maplestory(2.0),20210818_ani1_new1(2.0),20210818_m_entertainer1(2.0),20210818_fight_game(2.0),20210818_programming(1.0),20210818_cs_new1(1.0),20210818_samsunglions_new(1.0),20210818_touhou(1.0),20210818_figureskating_new(1.0),20210818_immovables(1.0),20210818_skwyverns(1.0),20210818_fashion_new1(1.0),20210818_pripara(1.0),20210818_extra(1.0),20210818_drama_new3(1.0),20210818_smartphone(1.0),20210818_bike(1.0),20210818_neostock(1.0),20210818_baseball_ab2(1.0),20210818_depression_new1(1.0)]"
145,410.0,공약,"[20210818_grsgills(347.0),20210818_stock_new2(14.0),20210818_drama_new3(8.0),20210818_baseball_new10(8.0),20210818_ib_new2(3.0),20210818_stream(3.0),20210818_baseball_ab2(3.0),20210818_lgtwins_new(3.0),20210818_immovables(3.0),20210818_samsunglions_new(2.0),20210818_government(2.0),20210818_granblue(2.0),20210818_pumpitup(2.0),20210818_akb48(2.0),20210818_gongik_new(2.0),20210818_leagueoflegends4(2.0),20210818_m_entertainer1(2.0),20210818_lgbt(2.0),20210818_comic_new2(2.0),20210818_idolmaster(2.0)]"
146,409.0,뉴,"[20210818_lostark(197.0),20210818_elsword(15.0),20210818_closers(12.0),20210818_monsterhunter(12.0),20210818_idolmaster(11.0),20210818_figureskating_new(9.0),20210818_game_mabinogi1(9.0),20210818_producex(9.0),20210818_football_new7(8.0),20210818_tr(8.0),20210818_typemoon(8.0),20210818_granblue(7.0),20210818_maplestory(7.0),20210818_mabi_heroes2(6.0),20210818_d_fighter_new2(5.0),20210818_stream(5.0),20210818_ff14(5.0),20210818_mistertrot(5.0),20210818_ib_new2(4.0),20210818_bns(4.0),20210818_iu_new(4.0),20210818_tigers_new(4.0),20210818_boardgame(3.0),20210818_leagueoflegends4(3.0),20210818_car_new1(3.0),20210818_bitcoins(3.0),20210818_pokemon(2.0),20210818_fantasy_new(2.0),20210818_grsgills(2.0),20210818_top12(2.0),20210818_ani1_new1(2.0),20210818_toy(2.0),20210818_fifaonline(2.0),20210818_pridepc_new4(2.0),20210818_earphone(2.0),20210818_sphero(1.0),20210818_cs_new1(1.0),20210818_nba(1.0),20210818_diet(1.0),20210818_arbeit(1.0),20210818_extra(1.0),20210818_w_entertainer(1.0),20210818_baseball_ab2(1.0),20210818_comic_new2(1.0),20210818_akb48(1.0),20210818_sdvx(1.0),20210818_sh_new(1.0),20210818_lgtwins_new(1.0),20210818_immovables(1.0),20210818_doosanbears_new1(1.0),20210818_kancolle(1.0),20210818_skwyverns(1.0),20210818_fashion_new1(1.0),20210818_divination(1.0),20210818_lotto_new2(1.0),20210818_gf(1.0),20210818_chicken(1.0),20210818_kart(1.0),20210818_m_entertainer1(1.0),20210818_winkgall(1.0),20210818_jumper(1.0),20210818_tabletpc(1.0),20210818_depression_new1(1.0),20210818_twice_new(1.0),20210818_hiphop(1.0),20210818_programming(0.0),20210818_samsunglions_new(0.0),20210818_plastic_s(0.0),20210818_loan_new1(0.0),20210818_exam_new2(0.0),20210818_gongik_new(0.0),20210818_blackpink(0.0),20210818_neostock(0.0),20210818_hanwhaeagles_new(0.0),20210818_lgbt(0.0),20210818_ncdinos(0.0)]"
147,409.0,유물,"[20210818_lostark(375.0),20210818_boardgame(10.0),20210818_fantasy_new(7.0),20210818_typemoon(5.0),20210818_stream(5.0),20210818_maplestory(2.0),20210818_tr(2.0),20210818_idolmaster(2.0)]"
148,407.0,보어,"[20210818_lgtwins_new(368.0),20210818_ktwiz(36.0),20210818_baseball_ab2(3.0)]"
149,406.0,히카루,"[20210818_grsgills(345.0),20210818_etc_program2(38.0),20210818_japan_entertainment(8.0),20210818_comic_new2(5.0),20210818_idolmaster(5.0),20210818_ani1_new1(3.0),20210818_top12(3.0)]"
150,404.0,울림,"[20210818_top12(261.0),20210818_baseball_new10(36.0),20210818_grsgills(42.0),20210818_akb48(21.0),20210818_etc_program2(11.0),20210818_w_entertainer(10.0),20210818_producex(4.0),20210818_maplestory(4.0),20210818_stream(4.0),20210818_redvelvet(4.0),20210818_pokemon(2.0),20210818_fantasy_new(2.0),20210818_comic_new2(2.0),20210818_idolmaster(2.0)]"
151,403.0,에코,"[20210818_neostock(345.0),20210818_leagueoflegends4(26.0),20210818_game_mabinogi1(15.0),20210818_figureskating_new(2.0),20210818_giants_new2(2.0),20210818_fashion_new1(2.0),20210818_iu_new(2.0),20210818_smartphone(2.0),20210818_depression_new1(2.0),20210818_comic_new2(2.0),20210818_idolmaster(2.0)]"
152,403.0,담원,"[20210818_leagueoflegends4(371.0),20210818_fantasy_new(11.0),20210818_stream(8.0),20210818_tigers_new(8.0),20210818_closers(3.0),20210818_idolmaster(3.0)]"
153,403.0,바스,"[20210818_ib_new2(326.0),20210818_game_mabinogi1(59.0),20210818_ktwiz(11.0),20210818_d_fighter_new2(3.0),20210818_top12(3.0),20210818_fifaonline(3.0)]"
154,402.0,딜러,"[20210818_lostark(217.0),20210818_d_fighter_new2(36.0),20210818_ff14(34.0),20210818_elsword(32.0),20210818_typemoon(29.0),20210818_stream(25.0),20210818_leagueoflegends4(8.0),20210818_car_new1(8.0),20210818_bike(4.0),20210818_sphero(2.0),20210818_drama_new3(2.0),20210818_ib_new2(2.0),20210818_pokemon(2.0),20210818_baseball_new10(2.0)]"
155,402.0,견,"[20210818_ib_new2(263.0),20210818_stream(46.0),20210818_football_new7(26.0),20210818_lostark(9.0),20210818_idolmaster(9.0),20210818_maplestory(7.0),20210818_baseball_new10(7.0),20210818_sbsdocu(6.0),20210818_pumpitup(3.0),20210818_ff14(3.0),20210818_divination(3.0),20210818_d_fighter_new2(3.0),20210818_baseball_ab2(3.0),20210818_comic_new2(3.0),20210818_bitcoins(1.0),20210818_nba(1.0),20210818_sphero(1.0),20210818_mabi_heroes2(1.0),20210818_skwyverns(1.0),20210818_leagueoflegends4(1.0),20210818_m_entertainer1(1.0),20210818_top12(1.0),20210818_redvelvet(1.0)]"
156,400.0,여메,"[20210818_w_entertainer(371.0),20210818_m_entertainer1(16.0),20210818_producex(13.0)]"
157,400.0,탈레반,"[20210818_baseball_new10(112.0),20210818_comic_new2(61.0),20210818_baseball_ab2(38.0),20210818_drama_new3(26.0),20210818_fantasy_new(19.0),20210818_neostock(17.0),20210818_idolmaster(13.0),20210818_stock_new2(10.0),20210818_immovables(8.0),20210818_ib_new2(8.0),20210818_mystery(6.0),20210818_car_new1(6.0),20210818_pridepc_new4(5.0),20210818_stream(5.0),20210818_divination(4.0),20210818_mabi_heroes2(3.0),20210818_ani1_new1(3.0),20210818_toy(3.0),20210818_leagueoflegends4(3.0),20210818_w_entertainer(3.0),20210818_bitcoins(3.0),20210818_giants_new2(3.0),20210818_kancolle(3.0),20210818_coronavirus(2.0),20210818_m_entertainer1(2.0),20210818_top12(2.0),20210818_government(2.0),20210818_football_new7(2.0),20210818_lostark(2.0),20210818_typemoon(2.0),20210818_d_fighter_new2(2.0),20210818_maplestory(1.0),20210818_exam_new2(1.0),20210818_extra(1.0),20210818_etc_program2(1.0),20210818_nba(1.0),20210818_lgtwins_new(1.0),20210818_cat(1.0),20210818_producex(1.0),20210818_iu_new(1.0),20210818_smartphone(1.0),20210818_grsgills(1.0),20210818_lgbt(1.0),20210818_depression_new1(1.0),20210818_programming(0.0),20210818_cs_new1(0.0),20210818_samsunglions_new(0.0),20210818_doosanbears_new1(0.0),20210818_granblue(0.0),20210818_diet(0.0),20210818_arbeit(0.0),20210818_game_mabinogi1(0.0),20210818_fashion_new1(0.0),20210818_plastic_s(0.0),20210818_loan_new1(0.0),20210818_mistertrot(0.0),20210818_pripara(0.0),20210818_lotto_new2(0.0),20210818_ufc(0.0),20210818_bike(0.0),20210818_blackpink(0.0),20210818_redvelvet(0.0),20210818_fifaonline(0.0)]"
158,397.0,무색,"[20210818_closers(388.0),20210818_monsterhunter(3.0),20210818_immovables(3.0),20210818_drama_new3(3.0)]"
159,396.0,보석,"[20210818_lostark(226.0),20210818_stream(107.0),20210818_drama_new3(21.0),20210818_tr(14.0),20210818_game_mabinogi1(5.0),20210818_baseball_ab2(4.0),20210818_kancolle(2.0),20210818_divination(2.0),20210818_stock_new2(2.0),20210818_pokemon(2.0),20210818_leagueoflegends4(2.0),20210818_fantasy_new(2.0),20210818_redvelvet(2.0),20210818_bns(2.0),20210818_comic_new2(2.0),20210818_fifaonline(2.0)]"
160,394.0,요호,"[20210818_lostark(387.0),20210818_stream(7.0)]"
161,394.0,기여,"[20210818_lostark(300.0),20210818_stream(16.0),20210818_nba(9.0),20210818_divination(9.0),20210818_maplestory(5.0),20210818_gf(5.0),20210818_leagueoflegends4(5.0),20210818_d_fighter_new2(5.0),20210818_comic_new2(5.0),20210818_bitcoins(4.0),20210818_idolmaster(4.0),20210818_baseball_new10(4.0),20210818_depression_new1(3.0),20210818_cs_new1(1.0),20210818_touhou(1.0),20210818_football_new7(1.0),20210818_akb48(1.0),20210818_game_mabinogi1(1.0),20210818_fashion_new1(1.0),20210818_iu_new(1.0),20210818_fantasy_new(1.0),20210818_hanwhaeagles_new(1.0),20210818_sh_new(1.0),20210818_baseball_ab2(1.0),20210818_tr(1.0)]"
162,394.0,토트,"[20210818_football_new7(372.0),20210818_giants_new2(5.0),20210818_top12(5.0),20210818_immovables(2.0),20210818_lotto_new2(2.0),20210818_leagueoflegends4(2.0),20210818_tigers_new(2.0),20210818_fifaonline(2.0)]"
163,393.0,석,"[20210818_drama_new3(88.0),20210818_stock_new2(48.0),20210818_baseball_new10(43.0),20210818_baseball_ab2(26.0),20210818_lgtwins_new(22.0),20210818_lostark(19.0),20210818_fantasy_new(16.0),20210818_giants_new2(13.0),20210818_granblue(13.0),20210818_immovables(12.0),20210818_hanwhaeagles_new(11.0),20210818_samsunglions_new(7.0),20210818_stream(6.0),20210818_comic_new2(6.0),20210818_bns(6.0),20210818_skwyverns(5.0),20210818_maplestory(5.0),20210818_m_entertainer1(4.0),20210818_elsword(4.0),20210818_producex(3.0),20210818_neostock(3.0),20210818_divination(2.0),20210818_mystery(2.0),20210818_tigers_new(2.0),20210818_grsgills(2.0),20210818_sh_new(2.0),20210818_lgbt(2.0),20210818_idolmaster(2.0),20210818_nba(1.0),20210818_mabi_heroes2(1.0),20210818_arbeit(1.0),20210818_typemoon(1.0),20210818_mistertrot(1.0),20210818_leagueoflegends4(1.0),20210818_d_fighter_new2(1.0),20210818_bitcoins(1.0),20210818_cs_new1(1.0),20210818_doosanbears_new1(1.0),20210818_diet(1.0),20210818_kancolle(1.0),20210818_akb48(1.0),20210818_game_mabinogi1(1.0),20210818_pridepc_new4(1.0),20210818_ff14(1.0),20210818_ktwiz(1.0),20210818_pripara(1.0),20210818_ib_new2(1.0),20210818_etc_program2(1.0),20210818_ani1_new1(1.0),20210818_toy(1.0),20210818_kart(1.0),20210818_w_entertainer(1.0),20210818_depression_new1(1.0)]"
164,392.0,이재명,"[20210818_baseball_new10(76.0),20210818_drama_new3(65.0),20210818_stock_new2(53.0),20210818_neostock(27.0),20210818_giants_new2(23.0),20210818_comic_new2(22.0),20210818_immovables(20.0),20210818_fantasy_new(21.0),20210818_lgtwins_new(16.0),20210818_depression_new1(10.0),20210818_car_new1(6.0),20210818_baseball_ab2(5.0),20210818_smartphone(4.0),20210818_ani1_new1(4.0),20210818_idolmaster(4.0),20210818_government(3.0),20210818_toy(3.0),20210818_stream(3.0),20210818_akb48(2.0),20210818_divination(2.0),20210818_bitcoins(2.0),20210818_football_new7(2.0),20210818_sbsdocu(2.0),20210818_m_entertainer1(2.0),20210818_lgbt(2.0),20210818_nba(1.0),20210818_mabi_heroes2(1.0),20210818_pumpitup(1.0),20210818_coronavirus(1.0),20210818_producex(1.0),20210818_maplestory(1.0),20210818_closers(1.0),20210818_ktwiz(1.0),20210818_iu_new(1.0),20210818_ib_new2(1.0),20210818_etc_program2(1.0),20210818_chicken(1.0),20210818_leagueoflegends4(1.0),20210818_earphone(1.0),20210818_d_fighter_new2(1.0),20210818_tigers_new(1.0),20210818_hanwhaeagles_new(1.0),20210818_bns(1.0),20210818_tabletpc(1.0),20210818_fifaonline(1.0)]"
165,392.0,랜딩,"[20210818_bitcoins(373.0),20210818_figureskating_new(11.0),20210818_granblue(3.0),20210818_pridepc_new4(3.0),20210818_neostock(3.0)]"
166,391.0,후반기,"[20210818_giants_new2(152.0),20210818_samsunglions_new(75.0),20210818_baseball_ab2(30.0),20210818_lgtwins_new(27.0),20210818_hanwhaeagles_new(23.0),20210818_ktwiz(13.0),20210818_tigers_new(13.0),20210818_doosanbears_new1(12.0),20210818_skwyverns(12.0),20210818_sh_new(12.0),20210818_ncdinos(8.0),20210818_football_new7(3.0),20210818_ib_new2(2.0),20210818_w_entertainer(2.0),20210818_d_fighter_new2(2.0),20210818_neostock(2.0),20210818_lgbt(2.0),20210818_baseball_new10(2.0)]"
167,391.0,번트,"[20210818_lgtwins_new(107.0),20210818_hanwhaeagles_new(71.0),20210818_samsunglions_new(53.0),20210818_ktwiz(47.0),20210818_giants_new2(36.0),20210818_skwyverns(22.0),20210818_baseball_ab2(14.0),20210818_tigers_new(12.0),20210818_ncdinos(10.0),20210818_sh_new(8.0),20210818_baseball_new10(6.0),20210818_doosanbears_new1(4.0),20210818_lotto_new2(2.0)]"
